record_id,area_id,service_type,units_processed,processing_cost,operation_date
a3f74fe1-7a32-4a20-b527-6ee90a7dcd92,63,Service_12,385,275.27,2023-12-31
886ac63d-16a0-4da3-9ad1-ad842f398034,63,Service_12,76,380.26,2025-10-24
16d9b507-2820-4f33-a072-0db4948f96cd,4,Service_12,304,411.51,2024-02-17
f71b0037-feba-45c8-be87-17bb9f392a84,182,Service_12,467,842.66,2023-12-02
884af751-4cfd-4b4a-954d-597345b6f31b,270,Service_12,483,909.02,2025-03-03
0497d426-461b-4aa1-a59c-cfe55ece29d3,52,Service_12,133,942.84,2024-11-13
7481f957-589b-47ba-bc88-971f7d22245c,27,Service_12,466,354.07,2024-01-26
0a3118a9-3a83-48dd-a672-7fdb9bfa6eaf,283,Service_12,431,578.64,2024-04-15
b33ca861-5dbc-4e59-8447-4b646eb5ac1e,293,Service_12,366,900.45,2024-02-14
4a972c26-79bf-4eff-a6cd-ad799ded6f3e,51,Service_12,394,971.62,2024-07-20
04b5272f-fea7-481d-a22e-55fe54b499cd,26,Service_12,337,565.23,2025-08-27
d82b6646-e350-4bef-954f-0b4f60811da0,256,Service_12,385,996.86,2024-03-23
b6cea2b4-4faa-4f83-9d86-a9e68663312c,296,Service_12,211,916.93,2024-08-25
cf573399-a427-48db-a3be-021aa68532c9,168,Service_12,114,279.84,2024-06-05
6444159b-65a7-4b3a-acb2-96fea3bbc507,215,Service_12,225,287.61,2025-11-06
c11242d5-8c30-4255-b7ea-edf12fd3045a,18,Service_12,6,372.1,2024-01-12
84f34ee6-3770-4d6d-bda4-b83315644665,285,Service_12,354,782.17,2024-04-22
10895e20-72f8-41c0-bc28-144fa2a0ea0b,175,Service_12,190,679.82,2025-08-29
a6fb3a0d-d619-4709-ba10-8f38e9f42092,199,Service_12,334,720.6,2024-09-01
f10d02bf-ce56-459f-9499-56c5f446f0f1,177,Service_12,276,84.19,2024-11-29
d7a9f830-2438-495b-8cc5-99e1ac4ece46,222,Service_12,405,261.71,2025-11-04
10793a45-cef5-4f5b-aeed-018333217e3c,166,Service_12,380,712.11,2025-08-20
8aca4484-f6ba-4a18-92cd-79b5518444ab,143,Service_12,385,665.25,2024-09-28
0df82449-0baf-4976-a923-e73cec60dbda,248,Service_12,101,332.25,2024-05-18
6d4a2e0a-266f-4824-b8da-38ac56641875,53,Service_12,275,284.71,2025-11-03
856af419-18e6-4653-9407-d12431164c12,161,Service_12,24,763.22,2025-10-13
6b0cf99d-5183-4ccc-8323-8f7cd3960494,117,Service_12,460,181.84,2024-05-12
d935f46e-1e3d-4787-af51-f7a124d96f68,175,Service_12,219,217.29,2023-12-15
25529c46-1fb2-48ca-ab7c-5e0770da2788,241,Service_12,42,562.23,2024-03-05
a23c9d3e-85a0-491b-a25b-8bb5f7f8619b,209,Service_12,481,702.38,2024-02-16
65647761-8ce0-497a-b03b-9f15c819f8b0,155,Service_12,465,280.36,2025-06-24
c14dc370-3d25-4a81-bd33-ccfed108ab24,107,Service_12,221,334.44,2024-01-14
9be0b7ef-27b5-46ab-9441-a7add4aada2f,21,Service_12,264,497.38,2024-08-23
e4fec9dd-65fc-46c1-b92d-e756a28daf88,93,Service_12,397,564.03,2024-06-26
846d348c-1949-44a7-8ae3-3b304a01df98,68,Service_12,413,792.19,2024-12-29
da852aa4-d197-429f-b938-77944ae3967e,119,Service_12,192,167.12,2024-01-21
0f66bd8b-9485-4c75-97ca-290c81e24cd1,160,Service_12,32,356.22,2024-07-16
aab88dd1-fbcd-451e-8bc5-4abefcc7c6d2,198,Service_12,297,808.81,2024-08-18
7cafdeb4-cc68-430a-a2e8-958f20dac4c7,61,Service_12,191,773.49,2024-02-20
115b8b64-7617-4c4c-91d2-d17d6972abc5,179,Service_12,77,112.15,2024-10-16
60578dea-17e3-469f-9360-7269ac97bcd6,260,Service_12,113,711.14,2024-08-17
