record_id,area_id,service_type,units_processed,processing_cost,operation_date
05e8a6a0-1ee5-425b-84a9-18b944cbea83,99,Service_1,468,956.7,2024-05-19
fbb2337d-4f43-4196-97d1-65953ca2fc64,16,Service_1,50,98.3,2024-11-23
2eacfc2f-d94d-4dfa-b334-1602e8a01813,68,Service_1,188,404.41,2024-06-18
7125d54d-aa99-4e7b-aedd-4d782a3553ae,280,Service_1,405,825.12,2023-12-30
cc4e1880-858f-43b7-8cb7-60eb470eb240,161,Service_1,408,878.3,2025-01-14
4d5ae376-a2a0-471b-b943-12551c74622c,28,Service_1,385,440.44,2024-12-01
51dc0209-aa3c-44b5-9c20-f3e3e8db4c37,17,Service_1,240,531.91,2025-02-03
f9c37a4d-9820-4fbd-a826-fa452d2ff0ef,27,Service_1,444,687.44,2024-12-18
b03c0ead-80f7-49ba-850d-d883c9c5b4e1,167,Service_1,375,654.53,2025-05-12
ac57cfe7-aef0-43f9-8ac7-ef02e6727fa0,237,Service_1,74,776.99,2024-04-02
17c85d7f-0c21-4d02-908c-f25f86cd3d15,13,Service_1,159,954.88,2025-07-09
f6e44619-2480-43f0-a790-4d689ae93203,77,Service_1,301,84.36,2025-06-15
efe4e2ec-4f96-48a9-9900-b92a350e4fbf,203,Service_1,390,507.46,2025-11-08
77943645-7266-4621-ba1c-ad6adeb1652f,47,Service_1,494,193.86,2025-11-09
b3b66b2b-573a-49c3-956f-a820ccca929f,244,Service_1,436,235.55,2025-09-09
f7b0a8f3-9a7d-4150-8611-c3ad140269f0,93,Service_1,279,303.69,2024-02-13
011a6948-08ed-4901-a457-d6fdcbd70da8,278,Service_1,101,371.63,2025-11-20
59133b7e-ed77-4bf4-972c-8ae3f158fce2,38,Service_1,254,620.49,2023-12-09
79b864e2-7cbb-4587-a342-ba1242b943d6,11,Service_1,119,351.04,2024-06-30
2bf2ad5e-44d1-4967-8068-758fc648cc24,152,Service_1,458,454.36,2025-03-04
dfa8298c-337f-4583-97ec-444faa976d98,102,Service_1,364,269.98,2025-03-07
bf5b303f-b0d3-4fb5-8069-a8bfc131a68d,245,Service_1,99,142.41,2025-09-04
d1a9bd8a-4923-438c-a2ec-fc6accfb5b17,141,Service_1,169,71.93,2024-08-26
6360eb38-f30e-4847-ad69-fdfc9ac07adf,42,Service_1,144,892.5,2025-06-24
702d92d4-e773-4907-b269-3be7774e3163,157,Service_1,316,134.07,2025-08-18
705768fa-baaa-4611-aeb7-8b79c85e4b59,23,Service_1,48,416.39,2025-04-09
0628ec02-6da7-462f-b340-0adc52a0e818,324,Service_1,385,428.6,2025-03-16
0fcbbdb3-2d21-493c-8038-b452a77fdd48,95,Service_1,256,621.51,2024-11-12
1bbc3c2f-7095-4434-a322-7994a9c22f29,41,Service_1,108,779.22,2023-12-02
464c9bcc-be98-4473-8558-40d682357dc1,253,Service_1,314,202.63,2024-10-18
08fe71d9-75f8-40b5-889b-456bb8cdaf98,171,Service_1,389,968.8,2024-08-21
f3dee053-ad28-433e-9a70-8b6a44099594,201,Service_1,47,458.42,2024-05-24
c4ec4a85-97e5-4fa0-ab1f-012edb39cb70,91,Service_1,183,911.4,2025-09-09
8dc49855-2c47-4023-a920-69b40515abf1,144,Service_1,471,135.33,2025-02-10
9fe157d9-0b72-410f-b0de-37b6f68b2d5d,165,Service_1,214,205.14,2024-02-25
f75907d6-621d-4d4e-9e0a-5fd1b05901d0,124,Service_1,440,321.81,2024-04-07
a283ce50-882a-46c5-931e-18c9e4d4f4a7,146,Service_1,334,767.2,2024-07-17
79a4e8ea-1a2f-452e-a3a0-d0afa22e75ca,14,Service_1,36,526.17,2025-02-26
8c0ad69f-08eb-4260-91ee-fda8a9d7ffd2,174,Service_1,363,572.81,2024-12-19
e04bffc3-8418-4d32-81e1-f1e9064f2a5a,150,Service_1,490,783.21,2024-10-28
bc57933c-1eff-4237-91b6-a26eca1c9a3d,101,Service_1,455,963.88,2025-02-03
a844607b-34b5-44f0-a21f-fd5e9394356e,167,Service_1,260,586.39,2024-07-05
23b757db-b69b-47ad-9c48-5b4d5ab52ba9,122,Service_1,475,867.73,2024-12-30
fde8a172-d069-4ad5-ada1-3dcade2beea6,279,Service_1,322,69.88,2025-05-22
594c4d8c-e322-4461-9200-77e3d142b44b,298,Service_1,187,982.48,2025-10-23
ee244db4-f047-4fc5-9637-95edf36a99ba,172,Service_1,253,722.62,2024-03-23
53188a14-1be0-48da-8d24-b8dee2cd7b88,306,Service_1,36,142.07,2025-09-22
039d5fdc-e6d6-40f6-a215-44eeffd839df,99,Service_1,269,733.43,2025-10-23
bca830dd-9e87-4df1-8f53-39624c4b7ca5,196,Service_1,328,882.08,2024-04-23
2ba34e0d-b9c9-4b20-bea5-672835ebe3d2,138,Service_1,425,559.63,2024-01-28
055e03b7-9804-43ce-9bba-45e479d748d8,39,Service_1,347,267.69,2025-01-14
f2ddec67-3d48-40ff-8dea-3e2434878d4f,132,Service_1,366,341.62,2024-04-21
fea8c968-b590-40ad-88b4-a6768988b74e,25,Service_1,69,811.72,2024-08-08
24b537b2-8286-4d0a-b12f-ace5e99236da,152,Service_1,478,60.39,2025-07-20
a1157fb9-4f6d-46b2-b55d-ae696092297b,143,Service_1,477,979.43,2024-12-08
7787fd11-8965-4ff6-b689-e5929ec9e534,31,Service_1,155,880.91,2024-05-30
8069765f-60fc-4fc4-b663-cba14f5a74f7,306,Service_1,184,592.57,2025-05-21
3bee86da-1020-427a-941b-65b4deda4701,317,Service_1,252,64.08,2024-09-15
1185add6-6c03-427b-8765-faa8a3af6281,162,Service_1,458,134.91,2024-02-14
ccfe153d-1653-4a87-adf3-64f70f274d3c,4,Service_1,169,877.94,2025-03-09
5570db91-078d-4c70-8021-aed17a8feb18,187,Service_1,469,736.3,2025-05-17
16c3110d-cb57-4a57-92f4-db3a1a3fad42,263,Service_1,125,989.13,2024-04-25
afe9c67b-35a3-4e36-8651-bd5ee54d1672,46,Service_1,487,252.56,2024-06-07
5aa18566-17b9-42f8-8ece-0eb1ff7ec3be,288,Service_1,275,978.05,2025-02-01
408d478e-8778-4893-b5fa-9d1ca918b51d,209,Service_1,149,269.99,2024-03-11
