record_id,area_id,service_type,units_processed,processing_cost,operation_date
4c473caa-673f-4428-978e-deeeda434c23,40,Service_5,102,739.49,2025-01-02
80d4e589-b669-4e4d-ab99-f4f8fc7c6a65,193,Service_5,413,495.37,2025-09-13
0a254291-c3a3-4e06-b5aa-c66602334daa,246,Service_5,135,173.58,2025-07-18
b7a088e5-a522-4c08-8beb-1cacef9de042,83,Service_5,181,640.77,2025-10-16
95763dbb-ab97-4966-a90b-e3af94db17ca,25,Service_5,314,189.37,2024-03-07
4dd64a6a-ea06-4d60-a3c6-ea9d6229e900,316,Service_5,315,795.19,2025-11-21
7326bd10-d53b-40d2-b7be-c5564b8a0883,124,Service_5,27,53.64,2025-07-01
d23bfcb1-5bfd-4ad3-965f-71605bd1257a,86,Service_5,51,857.66,2025-02-21
dca630b4-cca2-41c9-aff9-b0f0c6b2b849,142,Service_5,449,322.8,2025-08-13
3b9dccd6-6d47-422a-8cde-65441ccd3442,200,Service_5,472,603.64,2025-11-10
b1818795-336e-42ff-bb2f-7d18d4b372a7,260,Service_5,387,963.19,2025-10-20
d01d01f7-d568-4899-a7e1-93b693893f04,95,Service_5,288,118.15,2024-08-17
9a8f1d1c-aabd-4b90-ba1c-34f5c5c8542b,192,Service_5,61,500.49,2024-03-24
216811d6-6c7d-4e57-a9ef-0ddb27e189fa,94,Service_5,446,496.15,2025-09-23
24c30844-bf40-4c50-9c38-5556778ee032,44,Service_5,211,471.9,2025-04-26
2de4c26b-65a1-4270-a4ee-c974aa149e05,210,Service_5,483,824.73,2024-08-16
8ed1f5ec-85ce-49d8-88b7-e69fadcfca98,228,Service_5,60,560.11,2024-09-05
d4630ff2-c172-4b2a-bc05-8db81e8b626e,37,Service_5,404,220.33,2025-01-19
12f1c5f3-5b56-4a59-84bf-a34ccda4c3f5,199,Service_5,272,29.65,2024-04-29
522b3416-8fbd-4a7b-bc14-d1d9d4d49b30,275,Service_5,93,848.43,2024-05-01
b5b55874-83fc-4a2a-a4b0-9e0446af1594,322,Service_5,332,460.39,2024-06-23
f67277bb-15e7-4392-b92d-efd3975fb4d2,196,Service_5,149,747.9,2025-03-11
2efb45d3-f103-4b60-955f-4420ef509a31,286,Service_5,354,132.57,2024-08-31
3fd4bb01-0196-458f-98f3-1ba347d0aa9f,272,Service_5,78,908.01,2025-04-04
77936fab-393c-4104-a7a2-08d03411e20f,267,Service_5,185,531.22,2025-04-08
d744f655-555e-4bdb-a7f0-8e0c13048635,173,Service_5,84,712.25,2024-10-14
ab5f7c44-f438-4111-aefe-5275676c73e7,225,Service_5,436,560.12,2025-01-20
09d5cbdd-85bf-4277-ad3e-873b4ea54b99,1,Service_5,234,91.99,2024-01-19
5233919c-34c2-43db-940d-2ffb0b700bcd,143,Service_5,349,912.88,2025-04-15
87d91563-b087-44b9-8edb-d30223b10a0b,135,Service_5,323,478.69,2023-12-31
4404743f-80aa-4a02-af3c-0b93ad464ecc,136,Service_5,400,84.25,2024-09-13
8f7c8500-527a-4f0a-8493-65bda1d4b70e,88,Service_5,322,918.56,2025-04-06
4368c3fb-8fd7-4aa9-8a2d-9e23e420bbd1,261,Service_5,52,648.35,2024-05-02
4c7536b9-4f47-40ca-96b5-243c5695d119,203,Service_5,460,436.48,2023-12-26
87e16cf7-2920-446d-9ae0-666da1cd12c0,296,Service_5,261,536.8,2024-02-15
6abcbb9a-942b-407a-a881-22d1a6452808,71,Service_5,209,483.35,2025-06-03
8ffd9f68-eea1-4527-ace8-b90d1e4cd299,39,Service_5,164,903.63,2025-07-11
b2ee7bf3-edd7-4604-96ef-ad4b6fe51c27,236,Service_5,54,408.4,2025-10-15
6900d48f-570b-4bc7-b9fd-93e0837cecb2,304,Service_5,197,101.76,2025-06-13
5dcde061-ee6c-47d7-98ce-c833fa94125f,177,Service_5,92,516.47,2024-11-30
79faf138-82c2-465e-b5ef-9e8afd66c813,286,Service_5,98,806.58,2025-08-11
cb73a2d9-c645-41ec-9a72-5b919454a41a,189,Service_5,261,488.72,2025-05-01
09bc2ffd-2627-4360-b5b6-4817989747ee,115,Service_5,205,175.36,2024-11-15
faf9988e-bbc5-4e96-93a0-13011d1bd3da,85,Service_5,169,728.5,2025-07-19
ef42f975-5b5e-40b2-ac78-68210d1ce778,308,Service_5,267,346.48,2025-04-16
e8f92287-3e30-4746-abda-b33cd94a4472,56,Service_5,474,652.3,2024-01-08
3566844a-f9df-4752-b149-2d2fc6562fb8,176,Service_5,466,132.69,2024-11-30
e9e365eb-c4d6-4a58-9653-1a110c3de1bc,183,Service_5,466,960.5,2025-08-08
9a3e556a-d311-4329-999f-44055c5b22d2,119,Service_5,388,159.87,2025-08-11
9e500cae-e3b2-40a7-8f11-745be30bd69f,36,Service_5,185,154.91,2024-04-03
54020225-726f-45bf-95e6-8bf6bcbee1aa,233,Service_5,5,935.72,2024-11-25
b28ee1fe-c0e4-45f7-a31d-4b8bd89726e6,14,Service_5,13,467.8,2024-10-30
0448f32c-96af-4b29-9ef2-ac1a5e776be2,155,Service_5,140,533.73,2024-09-01
be04b35f-403c-4d82-ac79-7d0431e621ff,2,Service_5,431,146.08,2024-10-17
b4fd00d4-f3dd-443c-83b6-d403d0bd6df2,92,Service_5,70,290.84,2024-10-28
19ef6077-c352-4016-ae9d-dc61da52ac49,259,Service_5,129,671.47,2025-10-10
bc3524e9-486f-4a33-b167-cb49f564a034,251,Service_5,480,844.45,2023-12-21
e28fb28b-d10f-47ff-996e-cda4f8ac0112,222,Service_5,121,830.29,2024-06-17
4dc52b50-1c01-42c9-a183-bcb16cb4fc67,29,Service_5,150,503.81,2023-12-24
7c1a242c-11bc-4411-a130-1f0d7d6fd32f,186,Service_5,35,200.87,2025-08-31
a66ba88e-3bc3-4a94-823e-a265277d4654,207,Service_5,430,136.34,2025-05-14
e4dfab34-41fa-4821-9513-490cd8780ab0,244,Service_5,94,212.67,2025-01-06
558462fc-07b0-42d2-a864-3f1860a0473f,118,Service_5,188,262.21,2024-07-07
a2694c02-4277-49a9-ba19-b1e14d3a12db,310,Service_5,330,71.05,2024-01-04
d58ef61b-df92-4a44-a52e-6658ae838de8,75,Service_5,74,822.9,2024-07-06
bb971c23-521e-4468-9ff1-ce7de3574017,159,Service_5,229,321.02,2025-01-25
b32fd678-d02c-4887-9124-60e4a04700a8,115,Service_5,87,235.03,2024-05-13
aebab48e-2d7f-44b6-af36-afecafac59c4,280,Service_5,493,293.02,2024-10-07
b3ce7b37-3e0e-4be2-b7a2-d653032ae1c8,231,Service_5,209,569.49,2024-10-26
c88d5e69-3a8d-40f1-bf45-75164a3d041c,61,Service_5,443,31.45,2024-09-10
294efe1e-00b8-4e57-8e2c-ed8ad80c3fd8,75,Service_5,250,45.78,2024-06-07
75abf56c-a7d3-4bf9-b417-1207183f4f9c,148,Service_5,178,50.43,2024-03-23
962d296a-fecc-4cdf-bb54-e649117de410,71,Service_5,378,20.37,2024-08-18
