record_id,area_id,service_type,units_processed,processing_cost,operation_date
450b32e2-eaac-479f-b290-b7f53cd0562b,288,Service_7,27,924.4,2025-01-22
6a6d22d9-e4ea-4962-a825-b18068082d9c,252,Service_7,269,95.11,2024-09-28
21692630-b768-4595-8273-8fc4b816d9aa,27,Service_7,279,959.94,2024-03-04
ec2cfcbd-f782-4dc5-84f3-0a78f938e210,68,Service_7,390,402.26,2024-05-11
df19f12b-5047-4fd4-ae48-c68f74d5f5cd,23,Service_7,53,730.25,2025-09-12
6291bcb6-27e9-4163-8c66-222edd650e84,117,Service_7,460,927.33,2025-09-22
7315bc14-d11f-49e4-9a0e-fb5895943f38,151,Service_7,198,465.06,2025-11-04
6a4b8ec7-e938-4a07-a5e2-9d4ca8b32309,68,Service_7,472,735.22,2024-03-18
a0361b15-5688-4978-bb8b-e7f56a30b4b2,93,Service_7,271,381.5,2025-07-28
9ef45361-bdc8-4d35-a98c-c675e9d194d7,95,Service_7,370,423.51,2024-04-26
7613bc49-b247-410d-87fb-318d815c53d1,198,Service_7,257,91.95,2025-09-16
0293d034-4fa9-4bdc-9444-b76284264126,319,Service_7,105,519.37,2024-12-11
66f8f670-1f98-408f-b276-616ae9ad35af,133,Service_7,146,770.78,2025-03-20
2865bd04-e5eb-455b-a8a9-7528574be58d,136,Service_7,180,206.88,2023-12-05
7d571320-d940-4148-b7a3-0eea66d53024,186,Service_7,49,901.26,2024-04-13
bb7d0e48-b129-49db-b122-5af13cc6a7f3,162,Service_7,211,133.0,2024-11-13
e02c3fa1-c194-477e-8d3d-0b878f238194,229,Service_7,333,566.78,2024-04-06
6cd27bee-7d9b-4da0-a518-25b357809bce,5,Service_7,440,174.67,2024-07-16
4dd2c1a2-22d5-4666-b27d-80c20720fb7c,95,Service_7,252,944.9,2025-02-25
d4ed5d59-53d0-4b34-8147-da4103e01c4d,244,Service_7,372,133.63,2024-09-04
eb5de6cb-ed6c-4887-b00d-70e65efe93c4,69,Service_7,178,311.87,2024-07-23
10c815e2-2fc8-404a-96de-048ec65cc8a7,187,Service_7,393,446.8,2024-06-06
5c76f308-7c56-4659-9e98-94fa4a8ce683,267,Service_7,53,712.44,2024-08-21
8e36cc84-f429-4a21-8ded-37164b950043,91,Service_7,47,333.37,2025-06-12
f4ca7f4d-28c7-4650-8058-f1803689c962,156,Service_7,80,32.35,2025-08-20
1478ef72-99e7-4ebb-8124-7c05b71355af,288,Service_7,116,822.11,2024-06-14
162900c2-6090-4cbe-b3ec-74ab6e38e3b5,192,Service_7,374,104.96,2024-02-26
