record_id,area_id,service_type,units_processed,processing_cost,operation_date
da9997c5-7e70-48ae-b2df-a5c15502adc5,124,Service_13,495,802.74,2025-07-02
3676bf06-533a-4f56-a34f-59c3a554cb29,256,Service_13,50,603.33,2025-09-06
fd4c5635-2fdc-42ad-87c5-6576dcfe9345,24,Service_13,381,433.24,2024-04-16
2a0daecd-adfd-454a-a73c-7d6f5714872a,33,Service_13,190,765.41,2025-07-14
b884b993-fde1-47c0-90ed-53fc7d4af856,195,Service_13,311,331.5,2024-06-16
c55ba6be-dd0f-4414-ab54-8f4aa622efe8,212,Service_13,184,926.89,2024-01-09
5988c09c-aaa7-4a2f-994c-ea0db9b6fb97,160,Service_13,167,417.8,2024-11-26
6fd9aca6-f9cf-4ee4-9c24-fbd779f66827,87,Service_13,432,452.93,2025-05-21
9d4f357b-b555-4941-9e0a-832c3cb21e93,4,Service_13,60,780.82,2024-11-16
2014f7bb-c479-4b0c-8ab6-1cfa81f08853,83,Service_13,173,848.57,2024-07-04
7df4166d-5de3-4d91-a352-3923978c2d13,42,Service_13,119,481.55,2024-08-29
22681f64-e538-4e9b-8b42-7f7393b16e77,100,Service_13,109,268.29,2025-09-14
e6852894-daee-4cfc-9e33-8785523eba97,89,Service_13,410,738.0,2024-02-17
5f6437d3-d868-4d66-b72d-f1a05e773cae,28,Service_13,73,343.76,2024-03-26
0274eabd-0a06-47e6-b7ba-d04052c5c079,20,Service_13,189,514.46,2025-04-17
73dcf113-2a09-40c3-a3ea-ab43f61c6237,120,Service_13,467,413.77,2023-12-06
4961ced8-1f4f-45e1-8046-956b2e967dc2,315,Service_13,102,374.55,2025-07-19
41d0005b-5389-45b9-b0b6-b20891191cd0,284,Service_13,493,698.0,2024-06-01
08e2eeed-a94a-4b6e-8be3-23a214cc3a38,235,Service_13,213,44.58,2024-01-20
ca3cb19c-b1f6-4347-ac60-31d0dd8b5e85,129,Service_13,99,67.17,2023-12-23
678c2a37-b73b-4a7c-8772-b7addfee0d5a,319,Service_13,320,183.31,2025-04-30
943a7f4e-9ddc-4263-b502-97792d3f817a,155,Service_13,305,846.37,2023-12-26
fa2cbbb2-7389-44cf-b7e2-00236a9f94b8,21,Service_13,267,638.64,2025-11-12
58d4bd0d-9958-4393-a6b8-50c25002b5b9,252,Service_13,441,236.76,2025-03-17
e0ad70c6-7683-4c1a-ba29-3201bc088c6f,22,Service_13,455,278.29,2024-07-03
c39fbd94-6db8-4f07-b97b-cb88c80e5bba,185,Service_13,470,752.11,2025-10-15
15496b4d-8195-4982-aa79-205c9fe29174,179,Service_13,406,311.79,2025-06-16
f79930ec-78b5-4393-82a7-fd5127b6aead,143,Service_13,409,160.14,2024-06-07
f5b96787-b879-4ccf-b9a8-4994e934df6f,60,Service_13,173,282.29,2024-02-22
eeefe135-129e-4f9b-b9cf-e9e396587080,78,Service_13,27,413.63,2024-09-14
4c1b0aec-e2af-43d6-bbac-6985e31cec59,141,Service_13,64,876.68,2023-12-29
3a26fdee-7c26-4fda-b0d9-f927a732867d,164,Service_13,134,268.59,2025-05-18
929a2ba9-990c-444b-ac94-66a8df48265c,125,Service_13,88,300.49,2024-08-16
31c32be3-c1a4-4219-a577-28f0f59673ba,194,Service_13,437,920.76,2025-05-01
5ee065a7-1dda-4f82-ac7f-23f8c107855a,291,Service_13,235,922.95,2023-11-24
4e1ce646-ea69-49b2-8291-8706b11dd2f3,22,Service_13,25,232.5,2024-09-18
e3f4ad1b-0a3f-4653-b797-694cf7040f16,186,Service_13,316,364.28,2024-07-17
d420f004-975a-4b87-a5cb-6ba8a4441a4c,101,Service_13,317,311.31,2024-11-24
5a1833f1-514a-4855-9605-9e6e434c6724,152,Service_13,260,996.77,2024-12-27
e754024a-7ae8-4e98-b1f3-a94d453070dc,178,Service_13,12,104.49,2025-03-31
67c76f0d-74dc-4dbc-9747-0d089353514f,71,Service_13,212,334.21,2025-09-04
e7122d27-0018-4c6d-9cc0-abf67b2a7211,123,Service_13,494,78.3,2024-01-30
1b58521b-4912-4b7e-a5b5-a4029795a939,12,Service_13,425,283.79,2025-03-29
13aa7134-ddac-495a-91a3-84b5040eb430,25,Service_13,2,643.56,2024-01-14
22ebdd94-e43e-4994-bb00-e9735d582769,118,Service_13,108,300.99,2025-02-28
b8d2fec5-1e9a-40eb-bb59-485f0797e9bb,283,Service_13,450,379.49,2025-09-12
28634bb0-b195-4ce8-9f6f-4400bf2aa331,29,Service_13,308,388.43,2025-06-23
61a07a2f-460d-4f0f-9961-5890f18b67a7,179,Service_13,186,125.89,2024-11-13
92ef0789-68a6-43c2-8410-cb28af675c9c,240,Service_13,177,388.25,2025-02-19
8a791ff4-4165-4ae9-8f90-d2668807fba2,23,Service_13,177,385.01,2023-12-10
4f9c6cb0-8754-4cc5-9d03-408b374f33d0,90,Service_13,17,923.92,2024-06-09
d903f0dd-8482-4d82-873e-a7ef7f0b55b6,47,Service_13,3,754.1,2025-01-24
7de0ecb7-18e9-4ced-89b0-73d5d6b5980e,24,Service_13,155,418.4,2025-02-07
850cb2fa-a87f-4620-a538-1572d4855f31,208,Service_13,79,408.37,2024-10-29
76ac1bb5-4b19-482a-a3e7-f1925552d825,111,Service_13,124,179.48,2023-12-27
98efa2b0-3099-4ab3-b847-33b2929308a7,100,Service_13,434,172.67,2024-12-13
9e559448-fe70-400a-a60b-5bb0887537b6,26,Service_13,427,215.06,2025-07-21
518e4010-5410-4e5e-a17e-c6cad1761a0f,308,Service_13,158,899.33,2023-12-09
43af794e-a721-477f-af6e-c43b1c5b4c7d,122,Service_13,10,835.63,2024-09-24
5ff8fdb3-e3c0-4d85-aa23-caa639527352,75,Service_13,196,510.17,2025-08-30
fb2dec9b-7818-4de8-bdbc-be9d574d844a,49,Service_13,366,892.17,2024-05-28
6ac470d2-eaf2-4d5e-ba17-0c793bbc37f4,245,Service_13,106,409.84,2024-02-19
1d4552c5-5b27-4ac3-a39d-031c2a3a413d,125,Service_13,471,307.53,2024-01-24
a32a4ec3-b254-4153-8dfe-4c7dbd299eaf,160,Service_13,451,107.49,2025-04-02
d30b93e9-0cd0-408f-bc15-e06a2b5c148c,244,Service_13,116,409.34,2024-04-25
f0c4bdc1-6c0e-4307-b444-6936f55e5d25,88,Service_13,308,668.26,2024-05-01
88b5ed4b-2366-41fb-a923-20448da8710e,53,Service_13,424,246.99,2024-05-12
