record_id,area_id,service_type,units_processed,processing_cost,operation_date
75097019-435c-4fd4-a1a3-c34b1436fa50,184,Service_14,14,891.86,2024-04-21
020dcad7-ca13-4b44-a46a-22d01c5acc06,75,Service_14,23,709.32,2024-02-14
16e7d319-633e-4551-9f5a-be25a874300c,58,Service_14,404,443.08,2025-04-01
23af5fa3-1616-4b9a-8453-a2b2ef8c5d44,265,Service_14,165,736.78,2025-08-17
9b061c07-c5f8-475d-b213-664c41fe3610,64,Service_14,293,774.26,2025-04-28
d55d32b7-6992-42df-ad70-b7f427c6f447,71,Service_14,224,147.24,2023-12-19
5af8ac6a-805d-47d1-93ad-dbe104a780a6,226,Service_14,291,829.07,2025-11-13
5fb8f266-9124-455c-b75d-5527ec82209b,35,Service_14,8,906.8,2025-01-20
1e3f3d3b-56b4-4e59-86e8-477ef00f514e,48,Service_14,391,805.66,2025-11-08
98d8adb0-a513-44cc-90e7-308f651ac0df,197,Service_14,372,327.73,2024-05-08
8d4a0d1e-f970-4e2f-98c9-e58c74ff69bc,88,Service_14,445,350.43,2025-03-28
d410c689-72c4-4aaa-8886-c3594189dd30,93,Service_14,206,413.29,2024-09-01
6f31eaeb-bb6c-456a-998d-0dd565d4a864,187,Service_14,55,342.92,2024-11-20
a137aef9-5a77-4452-a374-e12d59743efe,211,Service_14,141,191.92,2024-09-13
5f95ff28-d923-4cf7-a21b-fe6ceb9a3734,292,Service_14,242,290.55,2024-02-22
4e32cf6b-0e5b-4e03-b4a8-d109c28762b1,42,Service_14,164,37.66,2025-08-15
bc8681a4-31ff-4b97-85dd-a9904c9031ce,234,Service_14,126,397.42,2025-02-15
f90a06ff-def4-45dd-a3ce-9309663fb9da,3,Service_14,330,470.33,2024-07-10
46043b20-8a61-4937-b03f-e6817c7b3a7a,111,Service_14,22,851.02,2025-04-10
82e888aa-b06a-4493-8eb0-b65a9b7e07e6,107,Service_14,165,133.53,2024-07-14
1fa7ba6c-4828-4c97-bdfc-b3743982efd9,215,Service_14,362,558.43,2025-04-24
4e09f976-6312-4007-95f7-7e862ee658c4,54,Service_14,390,43.21,2025-09-13
165bb891-d2d9-4f12-a1a4-ebdd3993df94,257,Service_14,179,802.9,2025-07-14
2ae96ccf-dfb5-4d3b-85a3-658397a016fa,231,Service_14,200,321.61,2023-12-19
c62fb676-aab4-4a17-95cd-40dfb6cdf818,40,Service_14,108,174.63,2024-09-11
2caae881-4883-44a9-89ba-4cf334263e1f,239,Service_14,163,851.35,2025-03-12
d1a82ec2-fcf8-44e8-93f6-ccc6d46b5660,321,Service_14,494,873.92,2025-06-17
37f383d7-68ba-4fc1-8909-19194b57627f,184,Service_14,343,712.29,2025-04-10
4b386583-75ae-49e8-ad8a-b42e2679dfe5,143,Service_14,158,560.3,2025-06-20
53c0ad48-3706-46fa-8a03-d37bc90cc5be,238,Service_14,498,385.21,2024-01-16
5ea905fe-f135-41d7-a91f-c96aeba562f4,252,Service_14,139,862.89,2025-06-15
cdca77ce-3033-442b-b7c8-6c4e1dbada7a,164,Service_14,8,59.1,2024-08-03
f17e233a-eff2-4442-863d-8741e4d9c4e6,1,Service_14,302,970.67,2025-08-12
bce874db-3bbf-44cb-93a8-6429ad387055,244,Service_14,303,809.77,2024-06-15
f9fd803a-8191-430e-9f3e-507e34ee0e16,288,Service_14,91,371.19,2025-11-04
8614caf8-4ad4-4d0d-9e4e-4f2dd9c03f9d,89,Service_14,172,886.73,2025-04-19
f73856a2-b774-478f-8ecb-6f5fa7f1e123,168,Service_14,12,352.09,2023-12-27
e77b5e41-3351-4037-a43c-a36a82ff3aa8,40,Service_14,450,433.55,2025-11-09
