record_id,area_id,service_type,units_processed,processing_cost,operation_date
7c6017e0-6a16-41c2-86cd-8a455accf34d,44,Service_9,368,338.5,2024-09-30
9b484954-52eb-4d9d-8793-d1f3873e6ee0,190,Service_9,307,594.44,2024-01-15
58f63846-874e-4675-9012-514ece302da9,275,Service_9,366,845.65,2024-03-26
9b22caa0-1fa2-48f8-b407-b67202d303a2,115,Service_9,366,292.23,2025-10-28
06e0a56f-d963-4218-bb9d-9e8f5bfedb2e,124,Service_9,236,929.2,2024-01-27
14f9936f-dbaf-4a3c-9050-f6241cce7aea,249,Service_9,264,79.66,2025-07-22
64bd30f2-d3dc-47ee-97bd-0be07c91bd25,143,Service_9,20,952.98,2025-07-19
5627627d-08ce-4b8d-863b-967230d6b678,148,Service_9,218,506.48,2025-09-10
941ac1b8-2d37-43e1-9095-34167f461d21,228,Service_9,453,100.3,2024-03-03
c3861625-38bf-42a4-afa7-f259f4a25d39,316,Service_9,45,219.91,2024-12-23
2281054c-b49f-4073-8c65-6bea87e364de,11,Service_9,276,924.15,2024-05-27
8e1af504-428d-4e41-8794-de7eb5fb6e6e,4,Service_9,314,578.07,2024-05-19
061e501a-421a-497d-bcf5-9006c8a9238f,263,Service_9,249,671.21,2024-01-04
c13e1459-1ffa-4d9b-a948-c0497064f6e6,92,Service_9,449,607.89,2024-03-26
465345a5-db4e-45d7-a0b0-25263211dfeb,3,Service_9,90,478.32,2025-03-28
15ab7b5c-d9f4-4191-ae47-b0b38931bed6,86,Service_9,62,62.46,2025-10-27
a89a1c84-94a7-47db-8e08-f528bee3537d,185,Service_9,130,657.01,2025-06-09
066116e5-2b8e-460e-8a50-ee1955d37115,53,Service_9,212,325.04,2025-06-29
e845894d-af92-4c96-9785-2136785c04a1,51,Service_9,142,545.52,2024-04-03
790777a2-e4fe-4931-b3ad-4aa94165817c,120,Service_9,353,959.26,2024-01-13
561a6bc9-c894-40a2-817c-e93ddabab490,259,Service_9,160,883.74,2024-02-17
48b2afbb-2892-4d99-9601-d5de629aa0ad,284,Service_9,472,551.85,2024-04-10
b4111b3c-5d1b-4665-b096-bab1d59b1aae,101,Service_9,273,849.22,2025-01-07
da0ea116-5881-4cd0-a869-07a839b9273e,168,Service_9,368,490.05,2025-05-27
d9489f07-4894-466d-afa0-2e97efb09a69,117,Service_9,467,152.29,2025-06-01
00301a01-33d6-493c-a4bf-aa57f1cda4a5,179,Service_9,136,691.09,2024-03-11
d05b7ac6-d98f-4c5d-8435-d9f42635bd59,37,Service_9,65,442.33,2025-07-24
3a968d1f-4227-4599-b0fa-264f8f4f0e08,174,Service_9,130,162.11,2025-02-19
2022ab9a-35bb-414e-a5aa-7c2467f65dab,69,Service_9,290,282.26,2025-10-09
def494f5-7eb5-4df7-a37b-8b12836ac377,104,Service_9,80,243.81,2024-10-31
642df7fa-312b-4879-8e5c-c52780d75aa7,208,Service_9,216,334.22,2024-08-16
3ebb2579-2273-404b-a5d7-a9b67c0912c1,32,Service_9,236,760.44,2025-10-05
7ebcddbd-ecc2-4016-8e9c-83bc75e4e8c5,281,Service_9,490,812.35,2025-02-03
4b804a5d-72a1-498a-aa24-da49a7415b2b,210,Service_9,478,855.0,2024-07-26
e2939ef6-5d81-47e7-a762-fd65ebdee013,277,Service_9,128,652.93,2025-09-21
