record_id,area_id,service_type,units_processed,processing_cost,operation_date
aabcd4b6-4a75-47cb-9a87-0946d711b0f8,111,Service_4,400,91.51,2025-07-14
12865648-c7ba-44cd-bd72-0554d4083264,73,Service_4,172,710.47,2025-05-04
0b42303b-4219-430a-aa51-6923d19dd5f5,81,Service_4,443,769.61,2025-04-08
5795da8e-8a50-45b3-831f-d0888513b17f,237,Service_4,337,890.16,2023-12-01
edfc4dae-c851-447a-85fe-4d9612290fc1,41,Service_4,397,909.07,2024-12-15
f25c89f2-a838-49cd-a448-61e56c702bb8,242,Service_4,290,130.4,2024-01-11
9a8a719d-08f6-46f0-8081-7373bd6a472b,317,Service_4,319,328.94,2025-05-25
a4371fbf-3d8c-4a6d-a513-4f8d36451d98,234,Service_4,295,395.28,2025-04-19
b7746615-48a0-4986-99d8-f3afcb233078,266,Service_4,413,762.52,2024-02-20
2131ce00-19e0-4b64-9bad-cc476be10514,165,Service_4,266,86.67,2024-12-04
b078fef2-3a4c-4633-a8f6-d53dc1f062fa,219,Service_4,464,587.34,2025-01-06
77edd80d-9d5a-45c0-bd63-46ff9277e8d6,72,Service_4,166,758.24,2024-07-03
58359e36-cc3c-4f52-b6be-c303b5c7b1fc,262,Service_4,289,539.99,2025-03-03
a9d3d255-7ac1-4d30-b51b-654a9a1f74d2,132,Service_4,388,944.16,2024-05-06
5ae0cd7f-1842-4160-8be7-6108f7ac106d,225,Service_4,128,529.88,2025-07-02
bc3b81c2-d3ed-4725-b2eb-4e945a396958,176,Service_4,34,214.02,2024-02-27
9f045200-82a3-459e-af2e-75070abc602c,220,Service_4,396,981.25,2025-07-24
68e14ee5-5f2c-4811-994b-6726a9764e0a,124,Service_4,285,776.62,2024-01-22
96a325b4-2d4a-451f-9d9c-4370fa505cf6,232,Service_4,143,267.42,2025-09-28
81ee0ed4-e1ec-4d26-a5c7-9206ef4e4466,69,Service_4,122,239.31,2024-01-28
d198327a-659b-4762-9aed-cf27584e8f91,62,Service_4,264,98.83,2024-04-24
e607e77b-8afe-489e-81e3-e472429d25f6,252,Service_4,238,48.88,2025-03-02
