record_id,area_id,service_type,units_processed,processing_cost,operation_date
dab9500e-d593-4543-a42f-4aeff9cdc9c0,5,Service_11,333,922.29,2025-05-04
f0ab3846-020a-411b-82b2-8adc90dccc99,11,Service_11,284,310.65,2024-03-22
f7e7855b-ecb6-4e28-9ccf-efa7c5af61d4,294,Service_11,83,197.93,2024-05-06
9b3c6117-2396-4b1c-826b-bd3020c25d3e,297,Service_11,282,593.13,2025-10-20
8e9ab535-14ba-472a-b958-b0958f9cfcf6,261,Service_11,110,839.98,2025-09-26
bc370e02-bde9-4244-89d2-8e32e0ab9ca0,169,Service_11,44,972.02,2025-06-01
00e55498-f82a-4bc8-9e80-42e69741d003,226,Service_11,414,64.4,2024-05-31
9c58e641-1c36-4766-99e3-8f3780acffe6,137,Service_11,2,376.53,2025-04-29
c14d905a-f738-4e0f-bddf-67fe8e638bfb,70,Service_11,296,188.95,2025-11-03
7f7c40e0-735b-4d5a-90ed-67fb0abda075,10,Service_11,135,606.78,2024-02-23
3b95238a-7974-4f0f-ad6f-92553a5a0bbf,210,Service_11,82,941.71,2024-08-12
92b16f51-349f-4cab-ad8d-59b9b5d1b8ba,7,Service_11,328,145.56,2025-08-03
32380ab9-f5e0-4007-ad95-0b394deddc70,115,Service_11,236,787.46,2025-09-01
d108c84b-11ba-494b-a154-ced43e53327e,166,Service_11,214,410.2,2025-05-27
35b6b58c-f1d1-4ead-abbf-b78ce2ad1a7c,112,Service_11,43,40.32,2025-08-18
d5d6d35d-b0d3-468c-a901-488a739f3b7a,254,Service_11,440,438.5,2024-10-18
497749e2-254e-4f99-b8db-780d1678a77b,181,Service_11,207,475.59,2024-05-26
a7813040-67c0-42ed-b492-61bb5a3d5db2,134,Service_11,281,661.6,2024-04-02
9386beb7-914a-47f2-be69-be9220a44844,257,Service_11,488,845.72,2024-01-17
551dd354-7a6b-466a-8a73-81b7e3846a3f,38,Service_11,454,130.98,2024-11-08
9c503a29-6f67-407e-b6ea-d68cee63d14e,68,Service_11,314,883.64,2025-09-30
5a5c76bb-b209-4853-b46f-fa565081616a,251,Service_11,414,956.91,2024-11-05
9a12ff0a-37f5-4b20-b215-5dd061fbf67a,111,Service_11,240,177.92,2025-10-03
bc2ae7ce-c733-4af2-bec2-15579685f285,38,Service_11,84,143.12,2024-01-06
b9cebfd5-bed3-466d-8522-b13ce86e60ff,152,Service_11,472,27.89,2024-11-12
9da1bda9-00cf-494d-b21d-b1476fa59435,64,Service_11,382,242.2,2024-11-05
f5ddc924-76b3-4370-8d98-f6ff54ab03bc,260,Service_11,94,417.8,2024-09-09
7c486dca-753b-4991-af9a-6488c0e283fe,69,Service_11,380,545.36,2024-12-29
be5cd004-a1fa-4b80-9a5a-582c0a0a1be2,213,Service_11,101,38.58,2024-07-28
7a5156bd-eba1-4830-a5d3-5cf79128c1fd,118,Service_11,140,916.71,2024-04-13
a18e1a88-829b-40dc-a7fc-dca82a0b26f3,166,Service_11,375,803.96,2023-12-12
ce04d6b6-c9b0-4238-b371-d7008b07893a,93,Service_11,302,37.78,2024-08-24
1ca06fae-6ce0-498c-b892-73b0894e9e0e,289,Service_11,329,419.31,2024-05-18
